P_NAME,P_DETECTION,P_DISCOVERY_FACILITY,P_YEAR,P_ESI,P_SEMI_MAJOR_AXIS,P_PERIOD,P_ECCENTRICITY,P_FLUX,P_RADIUS,P_MASS,P_DENSITY,P_GRAVITY,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,S_TEMPERATURE,S_LUMINOSITY,S_TYPE_TEMP,S_TIDAL_LOCK
Kepler-334 d,Transit,Kepler,2014,0.31646108,0.168,25.09849,0,40.307089,1.41,2.57,0.91680249,1.2926915,641.86703,641.86703,724.88795,724.88795,5828,1.1376273,G,0.38944389
Kepler-37 c,Transit,Kepler,2013,0.34032187,0.139,21.301848,0.099,24.780448,0.755,1.3,3.0206645,2.2806017,541.49377,598.03956,611.53212,675.39171,5357,0.47643099,G,0.46369897
Kepler-37 d,Transit,Kepler,2013,0.36577954,0.2109,39.792262,0.1,10.765377,2.03,2,0.23907925,0.48533087,439.40508,485.7806,496.23899,548.61285,5357,0.47643099,G,0.46369897
Kepler-49 e,Transit,Kepler,2014,0.48672125,0.116,18.596108,0,5.496472,1.56,3.05,0.8033893,1.2532873,390.05039,390.05039,440.50062,440.50062,4252,0.073960528,M,0.34960514
TOI-3757 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.091442969,0.03845,3.438753,0.14,59.498451,12,85.3,0.049363426,0.59236111,660.99643,761.03094,746.4916,859.46486,3913,0.087096359,M,0.42739347
K2-32 e,Transit,K2,2019,0.29995985,0.04899,4.34934,0.043,135.57731,1.212,2.1,1.1795366,1.4295984,850.94959,888.3621,961.01385,1003.2654,5271,0.3250873,G,0.47444811
Kepler-444 d,Transit,Kepler,2015,0.27289029,0.06,6.189392,0.18,106.13279,0.53,0.2,1.3433909,0.71199715,749.60605,899.22249,846.56224,1015.5305,5046,0.3758374,K,0.4885316
Kepler-65 b,Transit,Kepler,2012,0.2829048,0.035,2.15491,0.028,2393.5044,1.42,2.4,0.83819721,1.19024,1757.1916,1807.1015,1984.4718,2040.8372,6211,2.9308932,F,0.46018011
Kepler-1515 b,Transit,Kepler,2016,0.23093132,0.7655,214.31142,0,6.2821689,9.55,66.2,0.076006,0.7258573,403.29897,403.29897,455.46281,455.46281,6511,3.6812897,F,0.43140435
Kepler-65 c,Transit,Kepler,2012,0.22912645,0.068,5.859944,0.02,633.9705,2.58,5.4,0.31443772,0.81124932,1265.5962,1291.1664,1429.2921,1458.1696,6211,2.9308932,F,0.46018011
Kepler-65 d,Transit,Kepler,2012,0.28132161,0.084,8.13123,0.014,415.41674,1.52,4.14,1.1788799,1.7918975,1142.0657,1158.1681,1289.7837,1307.9689,6211,2.9308932,F,0.46018011
Kepler-775 b,Transit,Kepler,2016,0.29114756,0.0187,0.97486893,0,1546.382,1.19,1.81,1.0740826,1.2781583,1597.456,1597.456,1804.0755,1804.0755,5468,0.54075432,G,0.38583913
Kepler-20 b,Transit,Kepler,2011,0.27005684,0.04565,3.6961049,0.083,329.32109,1.773,9.7,1.7403858,3.085704,1041.8737,1132.2561,1176.6327,1278.7053,5495,0.68391165,G,0.46531868
Kepler-20 c,Transit,Kepler,2011,0.22968739,0.0936,10.854077,0.076,78.28998,2.894,11.1,0.45795984,1.3253358,729.97107,787.72712,824.38762,889.614,5495,0.68391165,G,0.46531868
Kepler-858 b,Transit,Kepler,2016,0.29982817,0.3403,76.13602,0,6.6569624,4.87,21.1,0.18268192,0.88966096,409.18409,409.18409,462.10913,462.10913,5653,0.77090347,G,0.43252897
TOI-1235 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,0.29250734,0.03845,3.444714,0.049,59.803873,1.69,6.69,1.3860089,2.342355,691.4548,726.20842,780.88954,820.13829,3997,0.08830799,M,0.40493408
Kepler-138 b,Transit,Kepler,2014,0.40243559,0.0753,10.3134,0.02,9.8740864,0.64,0.07,0.26702881,0.17089844,447.09739,456.13057,504.92625,515.12781,3841,0.05597576,M,0.37675908
Kepler-138 c,Transit,Kepler,2014,0.45682631,0.0913,13.7815,0.017,6.7161627,1.51,2.3,0.66803158,1.0087277,406.63415,413.6067,459.22937,467.10377,3841,0.05597576,M,0.37675908
Kepler-138 d,Transit,Kepler,2014,0.59017988,0.1288,23.0923,0.01,3.3743489,1.51,2.1,0.60994188,0.92101224,343.54299,346.99577,387.97782,391.8772,3841,0.05597576,M,0.37675908
Kepler-1169 b,Transit,Kepler,2016,0.29643133,0.0709,6.1100913,0,363.67004,0.94,0.779,0.9378943,0.88162064,1112.44,1112.44,1256.3262,1256.3262,6191,1.8281002,F,0.40551966
TOI-2641 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.052644392,0.0607,4.880974,0.18,603.63538,18.103,122.68177,0.020678945,0.37435094,1157.6156,1388.668,1307.3449,1568.2823,6100,2.1877616,F,0.55883225
K2-138 g,Transit,K2,2021,0.32458829,0.23109,41.96797,0.059,9.687125,3.013,4.32,0.1579379,0.47586688,436.52704,463.08885,492.9887,522.98608,5356.3,0.51641637,G,0.41603237
TOI-4010 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.21030358,0.0229,1.348335,0.03,759.49436,3.02,11,0.39936671,1.2060875,1317.5386,1357.6759,1487.9528,1533.2816,4960,0.39810717,K,0.46338364
TOI-628 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,0.075392804,0.0486,3.4095675,0.072,1051.6133,11.882,2011.8639,1.1993059,14.250152,1400.181,1504.8998,1581.2844,1699.5479,6250,2.4774221,F,0.40786546
HD 110082 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,0.20990088,0.113,10.18271,0.2,152.65376,3.2,10.3,0.31433105,1.0058594,813.24212,996.01412,918.42919,1124.8414,6200,1.9098533,F,0.30255892
Kepler-1061 b,Transit,Kepler,2016,0.25725394,0.0384,2.7579827,0,830.49601,1.98,4.58,0.59002431,1.1682481,1367.5213,1367.5213,1544.4004,1544.4004,6067,1.2246162,F,0.41792912
Kepler-1087 b,Transit,Kepler,2016,0.27281934,0.0148,0.69384285,0,3651.5443,0.61,0.165,0.72693309,0.44342919,1980.2447,1980.2447,2236.3752,2236.3752,5589,0.79983426,G,0.43586632
Kepler-110 b,Transit,Kepler,2014,0.27128475,0.107,12.691112,0,164.90448,1.83,4.01,0.65432137,1.1974081,912.86766,912.86766,1030.9406,1030.9406,5960,1.8879913,G,0.46961002
Kepler-1388 c,Transit,Kepler,2016,0.28565775,0.0519,5.5360815,0,29.017854,2.26,5.73,0.49639718,1.1218576,591.24303,591.24303,667.71609,667.71609,4098,0.07816278,K,0.39360107
Kepler-110 c,Transit,Kepler,2014,0.27117415,0.198,31.719775,0,48.158131,2.21,5.52,0.51140181,1.130198,671.0689,671.0689,757.86688,757.86688,5960,1.8879913,G,0.46961002
Kepler-1293 b,Transit,Kepler,2016,0.29433799,0.0659,5.5765478,0,925.18625,0.97,0.871,0.95433962,0.92570943,1404.9375,1404.9375,1586.6561,1586.6561,6241,4.0179081,F,0.44932477
Kepler-1104 b,Transit,Kepler,2016,0.29083891,0.0628,5.0372801,0,828.09605,1.23,2.04,1.0962632,1.3484037,1366.5323,1366.5323,1543.2835,1543.2835,6417,3.2658783,F,0.4396877
Kepler-1124 b,Transit,Kepler,2016,0.31451613,0.0305,2.852349,0,51.097579,1.28,2.18,1.039505,1.3305664,681.08261,681.08261,769.17578,769.17578,3658,0.047533523,M,0.30899216
Kepler-1388 e,Transit,Kepler,2016,0.59565828,0.1861,37.632708,0,2.2568737,2.46,6.62,0.44468519,1.0939256,312.23136,312.23136,352.61626,352.61626,4098,0.07816278,K,0.39360107
Kepler-296 b,Transit,Kepler,2014,0.4913017,0.079,10.864384,0.33,5.2575401,1.61,3.22,0.77157517,1.242236,329.69347,464.51395,372.33697,524.59552,3740,0.030974193,M,0.44026819
Kepler-1012 b,Transit,Kepler,2016,0.29471062,0.0585,5.5086044,0,186.93399,1.29,2.21,1.0294924,1.3280452,941.93683,941.93683,1063.7696,1063.7696,5556,0.63973484,G,0.43774702
Kepler-318 b,Transit,Kepler,2014,0.16041486,0.056,4.662715,0,321.82809,4.71,19.9,0.19045411,0.89703887,1078.9609,1078.9609,1218.5168,1218.5168,5746,1.0092529,G,0.39025103
Kepler-296 c,Transit,Kepler,2014,0.35624429,0.0521,5.8416366,0.33,12.088192,2,4.66,0.5825,1.165,405.98036,571.9966,458.49103,645.98028,3740,0.030974193,M,0.44026819
Kepler-318 c,Transit,Kepler,2014,0.19838568,0.105,11.815007,0,91.542212,3.68,13.1,0.26286202,0.96733223,787.96161,787.96161,889.87882,889.87882,5746,1.0092529,G,0.39025103
Kepler-125 b,Transit,Kepler,2014,0.28170932,0.041,4.164389,0,27.953249,2.37,6.21,0.46649454,1.1055921,585.74391,585.74391,661.5057,661.5057,3810,0.046989411,M,0.44951589
Kepler-1485 b,Transit,Kepler,2016,0.29571529,0.1467,19.915772,0,88.540052,1.47,2.76,0.86887455,1.2772456,781.42023,781.42023,882.49136,882.49136,6087,1.9054607,F,0.4317955
Kepler-316 c,Transit,Kepler,2014,0.33073767,0.058,6.827766,0,34.446414,1.16,1.65,1.0570852,1.2262188,617.14287,617.14287,696.96589,696.96589,4204,0.11587774,K,0.36628025
TOI-5542 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.087987532,0.332,75.12375,0.018,103.46518,11.31,419.5335,0.2899872,3.2797552,805.20559,819.83211,909.35318,925.87154,5700,11.402498,G,0.51159403
K2-229 b,Transit,K2,2018,0.29348735,0.0131,0.584216,0,2379.3449,1,2.49,2.49,2.49,1779.1561,1779.1561,2009.2773,2009.2773,5315,0.40831939,G,0.45233849
HD 260655 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.32135851,0.02933,2.76953,0.039,42.238298,1.24,2.14,1.1224027,1.3917794,636.99483,662.34153,719.38556,748.01067,3803,0.036307805,M,0.35579846
Kepler-617 b,Transit,Kepler,2016,0.2996277,0.0219,1.6826961,0,103.30272,1.32,2.3,1.0000139,1.3200184,812.13392,812.13392,917.17765,917.17765,3712,0.049545019,M,0.35980076
Kepler-378 c,Transit,Kepler,2014,0.43551913,0.166,28.906009,0,8.0312626,0.7,0.271,0.79008746,0.55306122,428.84037,428.84037,484.30781,484.30781,4661,0.22130947,K,0.40057195
Kepler-532 b,Transit,Kepler,2016,0.2643299,0.1012,12.924916,0,34.012533,2.57,7.13,0.42003953,1.0795016,615.19026,615.19026,694.76073,694.76073,5192,0.34833732,K,0.38332715
Kepler-526 b,Transit,Kepler,2016,0.25758685,0.064,5.4584983,0,547.82274,1.99,4.62,0.58624985,1.1666372,1232.4228,1232.4228,1391.8279,1391.8279,5894,2.2438819,G,0.42546099
Kepler-379 c,Transit,Kepler,2014,0.30949603,0.326,62.784697,0,17.929361,2.29,5.86,0.4879678,1.1174463,524.19263,524.19263,591.9932,591.9932,6054,1.9054607,F,0.42871182
Kepler-625 b,Transit,Kepler,2016,0.25824239,0.0768,7.7519249,0,431.79495,1.99,4.62,0.58624985,1.1666372,1161.2323,1161.2323,1311.4294,1311.4294,5789,2.5468303,G,0.38820886
Kepler-642 b,Transit,Kepler,2016,0.2152041,0.0589,4.4174586,0,720.72471,2.9,8.75,0.3587683,1.0404281,1319.9031,1319.9031,1490.6232,1490.6232,6570,2.5003454,F,0.44730795
Kepler-398 d,Transit,Kepler,2016,0.32549199,0.0618,6.83437,0,40.459736,0.88,0.615,0.90245821,0.79416322,642.47387,642.47387,725.57328,725.57328,4557,0.15452544,K,0.36943523
Kepler-625 c,Transit,Kepler,2016,0.29411405,0.0508,4.1653651,0,986.8987,1.05,1.16,1.0020516,1.0521542,1427.8016,1427.8016,1612.4775,1612.4775,5789,2.5468303,G,0.38820886
Kepler-649 b,Transit,Kepler,2016,0.28759881,0.1805,29.907227,0,27.736112,2.26,5.73,0.49639718,1.1218576,584.60309,584.60309,660.21733,660.21733,5871,0.90364947,G,0.42408452
TOI-1670 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.25620945,0.103,10.98462,0.59,293.248,2.06,41.31769,4.7264424,9.7364714,792.46946,1560.5913,894.96973,1762.4426,6170,2.5118864,F,0.44497954
HD 56414 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.18746702,0.229,29.04992,0.68,374.19623,3.71,13.3,0.26045333,0.96628185,799.88459,1832.7658,903.34395,2069.821,8500,14.387986,A,0.38275451
TOI-2364 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.10272673,0.04871,4.0197517,0,235.91945,8.608,71.51139,0.11211622,0.96509642,998.36798,998.36798,1127.4998,1127.4998,5306,0.5597576,G,0.43332197
TOI-2818 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.061191385,0.0493,4.039709,0,600.21406,15.278,225.65817,0.063277825,0.96675861,1260.8872,1260.8872,1423.974,1423.974,5721,1.4588143,G,0.51711539
TOI-3976 A b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.074563587,0.0743,6.607662,0,468.83753,12.274,55.61997,0.030079623,0.3691973,1185.3737,1185.3737,1338.6934,1338.6934,5975,2.5882129,G,0.48138451
K2-79 b,Transit,K2,2016,0.18368617,0.0988,10.9947,0.23,109.7206,4.09,9.2,0.13446768,0.5499728,738.36088,933.20246,833.8626,1053.9055,5897,1.0423174,G,0.49984842
K2-12 b,Transit,K2,2015,0.23941186,0.0792,8.28246,0.5,217.27963,2.44,5.2,0.35795948,0.87342112,770.35603,1334.2958,869.99609,1506.8774,5672,1.1803206,F,0.50977721
Kepler-21 b,Transit,Kepler,2012,0.27295833,0.0434,2.7858212,0,2754.359,1.639,7.5,1.7034304,2.7919225,1845.4609,1845.4609,2084.1581,2084.1581,6305,5.1880004,F,0.47736539
Kepler-445 d,Transit,Kepler,2015,0.56191507,0.0439,8.15275,0,4.1216486,1.25,2.1,1.0752,1.344,362.96726,362.96726,409.91448,409.91448,3157,0.007943282,M,0.2767043
Kepler-398 c,Transit,Kepler,2014,0.35892028,0.087,11.419412,0,20.415569,1.01,1.01,0.98029605,0.99009901,541.48955,541.48955,611.52736,611.52736,4493,0.15452544,K,0.35705238
V1298 Tau d,Transit,K2,2019,0.13798499,0.1083,12.4032,0.21,83.27926,6.41,98.52681,0.37409365,2.3979403,695.65321,860.93812,785.63099,972.29432,5050,0.95499259,K,0.19692931
Kepler-543 b,Transit,Kepler,2016,0.28298515,0.098,13.89962,0,23.689061,2.5,6.8,0.4352,1.088,562.00046,562.00046,634.69121,634.69121,4671,0.22750974,K,0.42514345
Kepler-36 b,Transit,Kepler,2012,0.28465208,0.1153,13.86825,0,243.41166,1.498,3.83,1.1393662,1.7067706,1006.2017,1006.2017,1136.3467,1136.3467,5979,3.2359366,G,0.46905795
Kepler-885 b,Transit,Kepler,2016,0.24080321,0.1432,18.114729,0,127.38373,2.5,6.8,0.4352,1.088,855.81166,855.81166,966.50479,966.50479,6187,2.6121614,F,0.46177931
Kepler-908 b,Transit,Kepler,2016,0.28989695,0.0247,1.3405975,0,3010.2745,1.22,1.98,1.0903996,1.3302876,1886.9102,1886.9102,2130.9686,2130.9686,5973,1.8365383,G,0.44531465
TOI-5126 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.15856141,0.06519,5.4588385,0,468.42281,4.74,20.2,0.18967773,0.89907244,1185.1115,1185.1115,1338.3972,1338.3972,6150,1.9906733,F,0.37029433
Kepler-889 b,Transit,Kepler,2016,0.29365244,0.0492,3.744439,0,997.86041,1.09,1.32,1.0192822,1.1110176,1431.7499,1431.7499,1616.9365,1616.9365,5961,2.4154608,G,0.47044295
Kepler-909 b,Transit,Kepler,2016,0.29035807,0.1175,13.932903,0,135.80766,1.47,2.76,0.86887455,1.2772456,869.62252,869.62252,982.10198,982.10198,6154,1.8749945,F,0.44962682
K2-167 b,Transit,K2,2018,0.24351746,0.091,9.97748,0.47,373.35383,2.3,6.5,0.53423194,1.2287335,895.20056,1490.8745,1010.9884,1683.7084,6011,2.7289778,F,0.50216007
Kepler-80 d,Transit,Kepler,2014,0.2887284,0.0372,3.07222,0,122.71965,1.53,6.75,1.8846447,2.8835063,847.86799,847.86799,957.53366,957.53366,4540,0.16982437,K,0.36155202
Kepler-450 d,Transit,Kepler,2015,0.29272919,0.082,7.51464,0.14,537.86173,0.837,17.6,30.014858,25.122436,1146.1471,1319.6038,1294.393,1490.2851,6197.21,3.5809644,F,0.45576571
Kepler-965 b,Transit,Kepler,2016,0.38134605,0.512,134.25273,0,5.3636456,3.38,11.4,0.2952261,0.99786422,387.67226,387.67226,437.8149,437.8149,5886,1.4060475,G,0.48307555
TOI-942 c,Transit,Transiting Exoplanet Survey Satellite (TESS),2020,0.17631208,0.08598,10.156272,0.32,62.468877,4.67,37,0.36328802,1.6965551,614.98429,856.83369,694.52812,967.65901,4969,0.43752211,K,0.20521484
Kepler-1050 b,Transit,Kepler,2016,0.29472444,0.1313,15.378755,0,66.446261,1.6,3.19,0.77880859,1.2460937,727.30629,727.30629,821.37817,821.37817,6010,1.1455129,F,0.45471407
HATS-47 b,Transit,HATSouth,2020,0.083037241,0.04269,3.9228038,0.088,88.112155,12.52,117.27927,0.059759681,0.7481912,747.51891,816.46808,844.20515,922.0724,4512,0.1599558,K,0.44360586
GJ 9827 b,Transit,K2,2017,0.28581574,0.0189,1.208974,0.063,320.58261,1.44,4.28,1.4333633,2.0640432,1044.966,1113.0099,1180.1249,1256.9697,4236,0.11428783,K,0.40484343
GJ 9827 c,Transit,K2,2017,0.3105048,0.0395,3.648103,0.094,73.575471,1.13,1.86,1.2890733,1.4566528,712.51252,782.95547,804.67093,884.22517,4236,0.11428783,K,0.40484343
GJ 9827 d,Transit,K2,2017,0.29620616,0.0563,6.201812,0.13,36.365065,1.89,3.02,0.44732331,0.84544106,587.22737,669.24616,663.18104,755.80837,4236,0.11428783,K,0.40484343
TOI-4201 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.087496282,0.04,3.5819194,0.041,47.560384,13.675,788.21445,0.30822112,4.2149237,655.53268,682.98381,740.32116,771.32289,3794,0.076032628,M,0.32088995
TOI-615 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.049497961,0.0678,4.6615983,0.39,1384.7402,18.977,138.25536,0.020230159,0.38390773,1291.1523,1949.0364,1458.1536,2201.1303,6850,5.8613816,F,0.44233943
Kepler-236 c,Transit,Kepler,2014,0.54878124,0.132,23.968127,0,3.3872881,2,4.66,0.5825,1.165,345.59125,345.59125,390.29102,390.29102,3750,0.059020108,M,0.36550201
Kepler-26 d,Transit,Kepler,2014,0.31674779,0.039,3.543919,0,57.262563,1.07,1.24,1.0122094,1.083064,700.75694,700.75694,791.39485,791.39485,4486,0.087096359,M,0.3653079
Kepler-205 c,Transit,Kepler,2014,0.43397248,0.122,20.306546,0,7.4349891,1.64,3.33,0.75494044,1.2381023,420.64894,420.64894,475.05687,475.05687,4321,0.11066238,M,0.36346005
Kepler-20 d,Transit,Kepler,2011,0.41281715,0.3474,77.611455,0.082,5.685981,2.606,13.4,0.75714937,1.9731313,377.85152,410.21682,426.72392,463.27544,5495,0.68391165,G,0.46531868
Kepler-49 d,Transit,Kepler,2014,0.29197264,0.031,2.576549,0,76.962047,1.6,3.19,0.77880859,1.2460937,754.51671,754.51671,852.10806,852.10806,4252,0.073960528,M,0.34960514
Kepler-220 e,Transit,Kepler,2014,0.5571803,0.226,45.902733,0,4.1284129,1.33,2.33,0.99037803,1.3172028,363.11609,363.11609,410.08256,410.08256,4632,0.21086281,K,0.43420118
TOI-4406 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.096636265,0.201,30.08364,0.15,57.616849,11.209,95.34852,0.067703847,0.75889243,652.60855,759.08816,737.01881,857.2708,6219,2.3014418,F,0.45269617
TOI-2338 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.098284324,0.158,22.65398,0.676,52.756541,11.209,1900.6139,1.3495634,15.127256,491.34231,1117.5029,554.89393,1262.0439,5581,0.97050997,G,0.49312033
Kepler-853 b,Transit,Kepler,2016,0.27256552,0.0779,7.1689246,0,533.2429,1.69,3.5,0.72511674,1.2254473,1224.1397,1224.1397,1382.4734,1382.4734,6350,3.2359366,F,0.46043112
TOI-1601 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,0.065685099,0.06864,5.331751,0.036,1145.8481,13.888,314.6517,0.11746567,1.6313632,1455.8988,1509.2895,1644.2089,1704.5053,5948,5.3951062,G,0.48354848
Kepler-444 f,Transit,Kepler,2015,0.30814473,0.0811,9.740486,0.29,59.708239,0.741,0.332,0.81598741,0.60464667,616.65808,831.20875,696.4184,938.71967,5046,0.3758374,K,0.4885316
Kepler-220 d,Transit,Kepler,2014,0.45109952,0.163,28.122397,0,7.9364227,0.98,0.904,0.96048415,0.94127447,427.5687,427.5687,482.87166,482.87166,4632,0.21086281,K,0.43420118
Kepler-139 b,Transit,Kepler,2014,0.23118582,0.127,15.771044,0,64.32689,2.94,5.2879,0.20808522,0.61177056,721.43606,721.43606,814.74867,814.74867,5594,1.0375284,G,0.48153492
Kepler-510 b,Transit,Kepler,2016,0.24302582,0.135146,19.556594,0,117.59629,2.47,6.66,0.44196041,1.0916422,838.87666,838.87666,947.37937,947.37937,5746,2.1478305,G,0.51273908
Kepler-56 c,Transit,Kepler,2012,0.09158674,0.1652,21.40239,0,294.42855,9.8,181,0.19230933,1.8846314,1055.2241,1055.2241,1191.7098,1191.7098,4840,8.0352612,K,0.48353453
Kepler-62 b,Transit,Kepler,2013,0.30667741,0.0553,5.714932,0,68.635648,1.31,9,4.0033967,5.2444496,733.2248,733.2248,828.06219,828.06219,4925,0.20989399,K,0.43721079
Kepler-62 e,Transit,Kepler,2013,0.82742754,0.427,122.3874,0,1.1511827,1.61,36,8.6263063,13.888353,263.86742,263.86742,297.99679,297.99679,4925,0.20989399,K,0.43721079
Kepler-1655 b,Transit,Kepler,2018,0.25399254,0.1029,11.872879,0.19,133.70673,2.213,5.4,0.49825254,1.1026329,790.43933,958.07501,892.67702,1081.9952,6148,1.3899526,G,0.42254916
Kepler-9 c,Transit,Kepler,2010,0.16132625,0.227,38.9853,0.06691,17.820612,8.08,29.9,0.056680948,0.45798206,506.43404,541.53311,571.93767,611.57655,5774,0.91622049,G,0.40420023
Kepler-68 b,Transit,Kepler,2013,0.24018701,0.06135,5.3987526,0.09,454.08475,2.357,8.03,0.61324893,1.4454277,1125.1986,1231.464,1270.735,1390.7451,5847,1.7021585,G,0.50253866
TOI-4603 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2023,0.076269373,0.0888,7.24599,0.325,1394.4863,11.68,4096.8082,2.5710889,30.030319,1333.6298,1868.4924,1506.1253,2110.1686,6264,10.399202,F,0.46991925
TOI-5398 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2022,0.092071678,0.098,10.590547,0.13,137.483,10.3,58.7,0.053718815,0.5533038,818.83698,933.20497,924.7477,1053.9084,6000,1.3091819,G,0.34882666
Kepler-36 c,Transit,Kepler,2012,0.19139604,0.1283,16.21865,0,196.58333,3.679,7.13,0.14318587,0.52678082,953.86383,953.86383,1077.2393,1077.2393,5979,3.2359366,G,0.46905795
Kepler-9 b,Transit,Kepler,2010,0.12521178,0.143,19.23891,0.0609,44.888468,8.29,43.4,0.076177399,0.63151063,639.874,680.10469,722.63714,768.07138,5774,0.91622049,G,0.40420023
Kepler-403 b,Transit,Kepler,2014,0.29038212,0.076,7.031462,0,762.73349,1.25,2.1,1.0752,1.344,1338.7297,1338.7297,1511.8849,1511.8849,6090,4.4055486,F,0.47119322
Kepler-92 d,Transit,Kepler,2015,0.28087338,0.286661,49.3568,0.07,44.088915,2.067,11.86668,1.343717,2.777463,634.19602,680.25843,716.22475,768.245,5904.34,3.6140986,G,0.4816002
Kepler-104 c,Transit,Kepler,2014,0.22781832,0.153,23.668205,0,52.434501,3.13,7.14431,0.23298463,0.7292419,685.49453,685.49453,774.15836,774.15836,5711,1.2274392,G,0.51277606
Kepler-444 e,Transit,Kepler,2015,0.2801979,0.0696,7.743493,0.1,77.976533,0.546,0.1,0.61435878,0.3354399,720.85638,796.93671,814.09401,900.01479,5046,0.3758374,K,0.4885316
HATS-69 b,Transit,HATSouth,2018,0.084188369,0.03211,2.2252577,0.519,545.59196,10.593,183.38791,0.15428148,1.6343037,960.5073,1706.8958,1084.7421,1927.6706,5137,0.48083935,K,0.48663481
HATS-14 b,Transit,HATSouth,2015,0.078001988,0.03815,2.7667641,0.142,466.05183,11.646,340.39593,0.21550334,2.5097519,1104.7637,1274.5556,1247.657,1439.4103,5346,0.67142885,G,0.46151033
HATS-16 b,Transit,HATSouth,2016,0.06301902,0.03744,2.686502,0,1062.4985,14.572,1039.3041,0.33588078,4.8944547,1454.393,1454.393,1642.5084,1642.5084,5738,1.4893611,G,0.51535048
Kepler-338 c,Transit,Kepler,2014,0.24808903,0.172,24.310856,0.03,130.35828,2.34,6.08,0.47452162,1.1103806,848.04105,873.87561,957.7291,986.90518,5923,3.8547836,G,0.47945184
Kepler-1130 b,Transit,Kepler,2016,0.29756898,0.059603,5.4529818,0,154.69054,0.8,0.437,0.85351562,0.6828125,898.39153,898.39153,1014.5921,1014.5921,5403,0.54954087,G,0.37274788
Kepler-25 c,Transit,Kepler,2011,0.15106114,0.111666,12.7207,0.0061,211.91718,5.217,15.2,0.10704862,0.55847266,968.98857,974.91754,1094.3203,1101.0162,6354,2.6424088,F,0.44617878
Kepler-220 b,Transit,Kepler,2014,0.30298029,0.046,4.159807,0,99.651614,0.81,0.457,0.85992613,0.69654016,804.86083,804.86083,908.96384,908.96384,4632,0.21086281,K,0.43420118
Kepler-403 d,Transit,Kepler,2016,0.28699379,0.121735,13.611591,0,297.28232,1.42,2.6,0.90804697,1.2894267,1057.7718,1057.7718,1194.587,1194.587,6209,4.4055486,F,0.46507314
Kepler-102 c,Transit,Kepler,2014,0.28936059,0.06702,7.071392,0.094,58.279846,0.567,1.7,9.3260931,5.2878948,672.18503,738.64098,759.12737,834.17892,4909,0.26061535,K,0.33740663
TOI-1260 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,0.24829987,0.0367,3.127463,0,95.866721,2.41,8.56,0.61153686,1.4738038,797.1071,797.1071,900.20721,900.20721,4227,0.12912193,K,0.43192361
Kepler-314 b,Transit,Kepler,2014,0.29274529,0.035,2.461069,0,485.13646,0.83,0.498,0.87095369,0.72289157,1195.5443,1195.5443,1350.1795,1350.1795,5378,0.59429216,G,0.41254542
Qatar-6 b,Transit,Qatar,2017,0.080506376,0.0423,3.506195,0,171.12729,11.904,212.31044,0.12586141,1.4982542,921.36036,921.36036,1040.5318,1040.5318,5052,0.30619634,K,0.33594085
Kepler-338 d,Transit,Kepler,2014,0.23065572,0.257,44.431014,0.03,58.388763,3,9.27,0.34333333,1.03,693.76843,714.90327,783.50243,807.3709,5923,3.8547836,G,0.47945184
TOI-1685 b,Transit,Transiting Exoplanet Survey Satellite (TESS),2021,0.27552783,0.011557,0.6691406,0,226.62602,1.7,3.09,0.62894362,1.0692042,988.38729,988.38729,1116.2281,1116.2281,3434,0.030269134,M,0.29662339
Kepler-50 b,Transit,Kepler,2012,0.2713846,0.077,7.81254,0,579.45345,1.71,8.9,1.7799249,3.0436716,1249.8398,1249.8398,1411.4976,1411.4976,6225,3.4355795,F,0.48009738
Kepler-103 b,Transit,Kepler,2014,0.19962157,0.13223,15.965329,0.093,152.4847,3.486,9.8,0.23133638,0.80643861,855.31213,938.92535,965.94065,1060.3686,6009,2.6546056,F,0.51428775
